,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
6445,79794,Denise Havens (Earth-616),\/Denise_Havens_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jan-95,1995.0
6446,79791,Edward Wong (Earth-616),\/Edward_Wong_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-95,1995.0
6447,79795,Fiona Rivera (Earth-616),\/Fiona_Rivera_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jan-95,1995.0
6453,14607,Alan Wilson (Earth-616),\/Alan_Wilson_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4.0,Apr-96,1996.0
6462,22994,Eglantina Punnett (Earth-616),\/Eglantina_Punnett_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Jan-96,1996.0
6465,22995,Jack Holyoak (Earth-616),\/Jack_Holyoak_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-96,1996.0
6466,404727,Joust (Earth-616),\/Joust_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Oct-96,1996.0
6467,401679,Juanito Candido (Earth-616),\/Juanito_Candido_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Feb-96,1996.0
6468,249107,Kyle Barker (Earth-616),\/Kyle_Barker_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jan-96,1996.0
6471,401681,Melissa Maro (Earth-616),\/Melissa_Maro_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,4.0,Mar-96,1996.0
6474,14605,Quentin Templeton (Earth-616),\/Quentin_Templeton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Apr-96,1996.0
6475,249042,Ralph Brickman (Earth-616),\/Ralph_Brickman_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-96,1996.0
6476,401684,Ripper (Earth-616),\/Ripper_(Earth-616),Secret Identity,Bad Characters,Silver Eyes,White Hair,Female Characters,,Deceased Characters,4.0,May-96,1996.0
6481,16705,Vincente Cimetta (Earth-616),\/Vincente_Cimetta_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,4.0,Feb-96,1996.0
6483,248754,Alfonso Lopez (Earth-616),\/Alfonso_Lopez_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-97,1997.0
6485,53301,Barak (Earth-616),\/Barak_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-97,1997.0
6486,580909,Buel (Earth-616),\/Buel_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Nov-97,1997.0
6487,79595,Coordinator Proctor (Earth-616),\/Coordinator_Proctor_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Sep-97,1997.0
6488,19530,David Lowell (Earth-616),\/David_Lowell_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Jul-97,1997.0
6494,16555,Kuragari (Earth-616),\/Kuragari_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-97,1997.0
6502,122189,Wyatt Wingfoot (Heroes Reborn) (Earth-616),\/Wyatt_Wingfoot_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Feb-97,1997.0
6516,47713,Pele (Oceanic Goddess) (Earth-616),\/Pele_(Oceanic_Goddess)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Sep-98,1998.0
6527,559283,Chantal Stone (Earth-616),\/Chantal_Stone_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jan-99,1999.0
6539,16206,Anais (Earth-616),\/Anais_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-00,2000.0
6548,3959,Fred MacRae (Earth-616),\/Fred_MacRae_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,May-00,2000.0
6551,639805,Iron Man (Sentient Armor) (Earth-616),\/Iron_Man_(Sentient_Armor)_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Agender Characters,,Deceased Characters,4.0,Mar-00,2000.0
6553,554959,Johnston Coffin (Earth-616),\/Johnston_Coffin_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,4.0,May-00,2000.0
6557,16628,Mercy LeBeau (Earth-616),\/Mercy_LeBeau_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,May-00,2000.0
6559,2235,Nocturne (Earth-616),\/Nocturne_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Mar-00,2000.0
6567,32217,Blok (Mister X) (Earth-616),\/Blok_(Mister_X)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Feb-01,2001.0
6569,19532,Carl King (Earth-616),\/Carl_King_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,Deceased Characters,4.0,Jun-01,2001.0
6570,705742,Chet Madden (Earth-616),\/Chet_Madden_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jan-01,2001.0
6571,76988,Diego Sandoval (Earth-616),\/Diego_Sandoval_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-01,2001.0
6574,413076,Godstorm (Earth-616),\/Godstorm_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Nov-01,2001.0
6575,441908,Gracie Smith (Earth-616),\/Gracie_Smith_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Purple Hair,Female Characters,,Living Characters,4.0,Apr-01,2001.0
6576,16508,Inza (Earth-616),\/Inza_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Nov-01,2001.0
6577,41947,Jean-Pierre Beaubier (Earth-616),\/Jean-Pierre_Beaubier_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Aug-01,2001.0
6578,23909,"John Howlett, Sr. (Earth-616)","\/John_Howlett,_Sr._(Earth-616)",No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Nov-01,2001.0
6582,9529,Pierre Truffaut (Earth-616),\/Pierre_Truffaut_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Jul-01,2001.0
6584,2379,Saint Anna (Anna) (Earth-616),\/Saint_Anna_(Anna)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Aug-01,2001.0
6587,15685,Walker (Deity) (Earth-616),\/Walker_(Deity)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-01,2001.0
6588,590413,Aaliyah Hardin (Earth-616),\/Aaliyah_Hardin_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Dec-02,2002.0
6589,18477,Albino (Istvan) (Earth-616),\/Albino_(Istvan)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Aug-02,2002.0
6590,16217,Amber (Mutant) (Earth-616),\/Amber_(Mutant)_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Female Characters,,Living Characters,4.0,Oct-02,2002.0
6597,586737,Gigi Martin (Earth-616),\/Gigi_Martin_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Auburn Hair,Female Characters,,Living Characters,4.0,Oct-02,2002.0
6598,81515,Helmut Zemo (Heroes Reborn) (Earth-616),\/Helmut_Zemo_(Heroes_Reborn)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Feb-02,2002.0
6600,103014,Liam Connaughton (Earth-616),\/Liam_Connaughton_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6601,590409,Louis Magee (Earth-616),\/Louis_Magee_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-02,2002.0
6605,96414,Milton Peterson (Earth-616),\/Milton_Peterson_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6607,16776,Monstra (Earth-616),\/Monstra_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,4.0,Apr-02,2002.0
6608,522100,Mother (Earth-616),\/Mother_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Sep-02,2002.0
6609,119210,Nedrocci Tannengarden (Earth-616),\/Nedrocci_Tannengarden_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Sep-02,2002.0
6610,16797,Neutrino Annihilator (Kirk) (Earth-616),\/Neutrino_Annihilator_(Kirk)_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,Silver Hair,Male Characters,,Living Characters,4.0,Oct-02,2002.0
6611,96412,Ocean (Earth-616),\/Ocean_(Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,4.0,Sep-02,2002.0
6621,511844,Thrasher (Angel) (Earth-616),\/Thrasher_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Jun-02,2002.0
6623,116735,Walter (X-Men Students) (Earth-616),\/Walter_(X-Men_Students)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Oct-02,2002.0
6624,655024,Agent Walsh (Earth-616),\/Agent_Walsh_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-03,2003.0
6626,278334,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,4.0,May-03,2003.0
6630,473706,Hana (Earth-616),\/Hana_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Jul-03,2003.0
6632,18520,Kim Alleyne (Earth-616),\/Kim_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Oct-03,2003.0
6633,484440,Lucas Evans (Earth-616),\/Lucas_Evans_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jan-03,2003.0
6634,484377,Maurice Canfield (Earth-616),\/Maurice_Canfield_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jan-03,2003.0
6635,499625,Phillip Merritt (Earth-616),\/Phillip_Merritt_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,4.0,Feb-03,2003.0
6637,62875,Sheila Donner (Earth-616),\/Sheila_Donner_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jul-03,2003.0
6640,439945,Tyler Nixon (Earth-616),\/Tyler_Nixon_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Nov-03,2003.0
6641,499847,Walker Price (Earth-616),\/Walker_Price_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,4.0,Feb-03,2003.0
6642,463062,Walter Barrett (Earth-616),\/Walter_Barrett_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-03,2003.0
6647,340178,Adrian Defoe (Earth-616),\/Adrian_Defoe_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Jan-04,2004.0
6648,501875,Alphonse (Mutant) (Earth-616),\/Alphonse_(Mutant)_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6654,467722,Cole Wittman (Earth-616),\/Cole_Wittman_(Earth-616),Public Identity,Neutral Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
6656,12752,Deborah Bertrand (Earth-616),\/Deborah_Bertrand_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Oct-04,2004.0
6659,591475,Fury (Earth-616),\/Fury_(Earth-616),Public Identity,Bad Characters,Gold Eyes,No Hair,,,Deceased Characters,4.0,Aug-04,2004.0
6668,687374,Patch (Wildkat Klub) (Earth-616),\/Patch_(Wildkat_Klub)_(Earth-616),Public Identity,Bad Characters,One Eye,Bald,Male Characters,,Living Characters,4.0,Jul-04,2004.0
6669,454680,Priscilla (Earth-616),\/Priscilla_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,Oct-04,2004.0
6670,467683,"Raymond, Sr. (Earth-616)","\/Raymond,_Sr._(Earth-616)",Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Mar-04,2004.0
6671,47586,Salamandra (Earth-616),\/Salamandra_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
6672,56127,Sheila DeSoto (Earth-616),\/Sheila_DeSoto_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Nov-04,2004.0
6673,92810,Stripmine (Earth-616),\/Stripmine_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6674,42156,Tildie Soames (Earth-616),\/Tildie_Soames_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Orange Hair,Female Characters,,Living Characters,4.0,Jul-04,2004.0
6679,44050,Bloodtide (Atlantean) (Earth-616),\/Bloodtide_(Atlantean)_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jan-05,2005.0
6682,242198,Bugman (Earth-616),\/Bugman_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-05,2005.0
6687,287354,Daniel (Angel) (Earth-616),\/Daniel_(Angel)_(Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Nov-05,2005.0
6688,449744,Doctor Castillo (Earth-616),\/Doctor_Castillo_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Dec-05,2005.0
6692,440083,Ivan (Rasputin) (Earth-616),\/Ivan_(Rasputin)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Nov-05,2005.0
6694,491057,Kaidan (Earth-616),\/Kaidan_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,4.0,Apr-05,2005.0
6695,400715,Kingmaker (Wallace) (Earth-616),\/Kingmaker_(Wallace)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-05,2005.0
6696,16828,Lazaro Kotikash (Earth-616),\/Lazaro_Kotikash_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jun-05,2005.0
6704,67342,Oya (Santerians) (Earth-616),\/Oya_(Santerians)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,4.0,Oct-05,2005.0
6711,192741,Vasily Karpov (Earth-616),\/Vasily_Karpov_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,4.0,May-05,2005.0
6712,269680,Vladimir Rasputin (Earth-616),\/Vladimir_Rasputin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Dec-05,2005.0
6715,287336,Adam (Priest) (Earth-616),\/Adam_(Priest)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,4.0,Jan-06,2006.0
6716,447452,Alix Buchanan (Earth-616),\/Alix_Buchanan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-06,2006.0
6717,209111,Cauldron (Earth-616),\/Cauldron_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,4.0,Jan-06,2006.0
6721,45040,Eric Marshall (Earth-616),\/Eric_Marshall_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-06,2006.0
6722,30465,Frederick Slade (Earth-616),\/Frederick_Slade_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Pink Hair,Male Characters,,Living Characters,4.0,May-06,2006.0
6724,79426,Hamilton Slade (Vampire) (Earth-616),\/Hamilton_Slade_(Vampire)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,,Deceased Characters,4.0,Apr-06,2006.0
6735,90145,Adjudicator (Earth-616),\/Adjudicator_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-07,2007.0
6737,42772,Ana\u00efs (Earth-616),\/Ana%C3%AFs_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,4.0,Feb-07,2007.0
6738,68938,Avery Allen (Earth-616),\/Avery_Allen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,4.0,Sep-07,2007.0
6739,692183,Benjamin Grimm (Onslaught Reborn) (Earth-616),\/Benjamin_Grimm_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Feb-07,2007.0
6740,323918,Bluestreak (Telepath) (Earth-616),\/Bluestreak_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Dec-07,2007.0
6743,264455,Ddraig Goch (Earth-616),\/Ddraig_Goch_(Earth-616),Public Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Apr-07,2007.0
6744,452773,Desmond Alexander (Earth-616),\/Desmond_Alexander_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Feb-07,2007.0
6745,665826,Eddie Gunnam (Earth-616),\/Eddie_Gunnam_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,4.0,Aug-07,2007.0
6746,83061,Elijah Cross (Earth-616),\/Elijah_Cross_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,May-07,2007.0
6747,666146,Forget-Me-Not (Earth-616),\/Forget-Me-Not_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,4.0,Aug-07,2007.0
6751,692171,James Howlett (Onslaught Reborn) (Earth-616),\/James_Howlett_(Onslaught_Reborn)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-07,2007.0
6752,107984,Julien Howe (Earth-616),\/Julien_Howe_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-07,2007.0
6753,666141,Kid Twist (Earth-616),\/Kid_Twist_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Jun-07,2007.0
6754,66864,Ko-rel (Earth-616),\/Ko-rel_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,4.0,Sep-07,2007.0
6755,320603,Mirage (Telepath) (Earth-616),\/Mirage_(Telepath)_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,Dec-07,2007.0
6758,86692,Prima Donna (Earth-616),\/Prima_Donna_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Dec-07,2007.0
6760,692176,Reed Richards (Onslaught Reborn) (Earth-616),\/Reed_Richards_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Feb-07,2007.0
6761,692181,Susan Storm (Onslaught Reborn) (Earth-616),\/Susan_Storm_(Onslaught_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Feb-07,2007.0
